region,day,Woolworths routes,Outsourced routes
4,77,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Distribution Centre Auckland']",
4,77,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,77,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,77,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,77,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Distribution Centre Auckland']",
5,77,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'Distribution Centre Auckland']",
5,77,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,77,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,77,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,77,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,77,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Birkenhead', 'Woolworths Northcote', 'Distribution Centre Auckland']",
7,77,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,77,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
0,78,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,78,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,78,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,78,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,78,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,78,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,78,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,78,"['Distribution Centre Auckland', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
2,78,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,78,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Botany Downs', 'Woolworths St Johns', 'Distribution Centre Auckland']",
2,78,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,78,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,78,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,78,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,78,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,78,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'FreshChoice Flat Bush', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,78,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manukau', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,78,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,78,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,78,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,78,"['Distribution Centre Auckland', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,78,"['Distribution Centre Auckland', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,78,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,78,"['Distribution Centre Auckland', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,78,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,78,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,78,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,78,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,78,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,78,"['Distribution Centre Auckland', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,78,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,78,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
0,79,"['Distribution Centre Auckland', 'Woolworths Greenlane', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,79,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,79,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,79,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,79,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,79,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
1,79,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,79,"['Distribution Centre Auckland', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
2,79,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,79,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,79,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'Distribution Centre Auckland']",
2,79,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,79,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,79,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,79,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,79,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Manurewa', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,79,"['Distribution Centre Auckland', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,79,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
4,79,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,79,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
4,79,"['Distribution Centre Auckland', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,79,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,79,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
5,79,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
6,79,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,79,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Northcote', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,79,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,79,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,79,"['Distribution Centre Auckland', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,79,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,80,"['Distribution Centre Auckland', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,80,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,80,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Auckland City', 'Woolworths Ponsonby', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,80,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Distribution Centre Auckland']",
0,80,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,80,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,80,"['Distribution Centre Auckland', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,80,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,80,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,80,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,80,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Botany Downs', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,80,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,80,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,80,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,80,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau Mall', 'Woolworths Papatoetoe', 'Distribution Centre Auckland']",
3,80,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,80,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'FreshChoice Otahuhu', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,80,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Hobsonville', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,80,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Woolworths Westgate', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,80,"['Distribution Centre Auckland', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,80,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,80,"['Distribution Centre Auckland', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,80,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,80,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Milford', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,80,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,80,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,80,"['Distribution Centre Auckland', 'Metro Albert Street', 'Woolworths Birkenhead', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
7,80,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,80,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Distribution Centre Auckland']",
0,81,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,81,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,81,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,81,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,81,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,81,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,81,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,81,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,81,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,81,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,81,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Botany Downs', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,81,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,81,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,81,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,81,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,81,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,81,"['Distribution Centre Auckland', 'Woolworths Manukau', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,81,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,81,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
4,81,"['Distribution Centre Auckland', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,81,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Palomino', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,81,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,81,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,81,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,81,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,81,"['Distribution Centre Auckland', 'Metro Albert Street', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,81,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Halsey Street', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,81,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,81,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,81,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Distribution Centre Auckland']",
0,82,"['Distribution Centre Auckland', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,82,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",
0,82,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'Woolworths Auckland Victoria Street West', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,82,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,82,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,82,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,82,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,82,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,82,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,82,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,82,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,82,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,82,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,82,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,82,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,82,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,82,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Woolworths Papatoetoe', 'Distribution Centre Auckland']",
3,82,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,82,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
4,82,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,82,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,82,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,82,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,82,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,82,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Distribution Centre Auckland']",
5,82,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,82,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,82,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,82,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,82,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,82,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,82,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,83,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,83,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,83,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Grey Lynn', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,83,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",
0,83,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,83,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,83,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,83,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,83,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,83,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'Distribution Centre Auckland']",
2,83,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,83,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",
2,83,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,83,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,83,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,83,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Distribution Centre Auckland']",
3,83,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'Distribution Centre Auckland']",
3,83,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,83,"['Distribution Centre Auckland', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,83,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,83,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manukau', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,83,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,83,"['Distribution Centre Auckland', 'Woolworths Henderson', 'FreshChoice Palomino', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,83,"['Distribution Centre Auckland', 'Woolworths Northwest', 'FreshChoice Ranui', 'Woolworths Lincoln Road', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,83,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,83,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,83,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,83,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Takapuna', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,83,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Hauraki Corner', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,83,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,83,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Distribution Centre Auckland']",
0,84,"['Distribution Centre Auckland', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,84,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",
0,84,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,84,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",
0,84,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'Woolworths Ponsonby', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,84,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,84,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,84,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,84,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
2,84,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,84,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths St Johns', 'Distribution Centre Auckland']",
2,84,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,84,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,84,"['Distribution Centre Auckland', 'Woolworths Manukau', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,84,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,84,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,84,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,84,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Papatoetoe', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,84,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,84,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,84,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'FreshChoice Palomino', 'FreshChoice Ranui', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,84,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,84,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,84,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,84,"['Distribution Centre Auckland', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,84,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Woolworths Milford', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
